customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID_562,Male,0,No,No,69,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Mailed check,34.68686121222672,7913.535415685315,No
ID_563,Male,0,Yes,No,56,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer,100.5421477304979,7258.359700282628,No
ID_564,Female,1,Yes,Yes,9,Yes,No,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,112.38110614350798,5595.613827967316,No
ID_565,Female,0,Yes,No,70,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,64.18883043345508,6885.3632625826995,No
ID_566,Female,0,Yes,No,28,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card,58.93609147712533,1174.235439238808,No
ID_567,Female,1,No,Yes,45,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card,80.01176983402189,2213.8527737861714,No
ID_568,Male,0,No,No,26,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,94.03300113228126,7092.732851612152,Yes
ID_569,Male,0,No,Yes,28,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Credit card,84.56098938489731,3819.8108127878827,No
ID_570,Female,1,No,No,40,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer,20.115467081704224,4768.436283549132,No
ID_571,Male,1,Yes,Yes,15,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card,98.59352809117398,7080.957565864814,No
ID_572,Male,1,No,Yes,6,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,34.738803737051875,3291.671237328402,No
ID_573,Female,0,No,No,27,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,64.9676310961009,3906.3002160095402,No
ID_574,Male,1,Yes,No,38,Yes,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,48.235667761344985,986.1932520032631,No
ID_575,Female,1,Yes,Yes,68,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer,112.79074936146901,7932.16388662161,No
ID_576,Male,0,No,Yes,64,No,DSL,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Credit card,70.2108205108793,7789.661891677398,Yes
ID_577,Female,1,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card,72.21605370292131,2442.646848877013,No
ID_578,Female,1,No,Yes,3,Yes,DSL,No,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card,27.61469272469745,6834.565612179192,No
ID_579,Female,1,Yes,Yes,62,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,109.73610213609336,5922.8329051613455,No
ID_580,Female,1,Yes,Yes,12,No,No,Yes,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,43.90274917268813,1258.0426370330765,Yes
ID_581,Male,0,No,Yes,30,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,61.395752185164916,288.7534492519952,No
ID_582,Female,1,Yes,No,38,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card,118.52945704462105,211.18575427139984,No
ID_583,Female,1,No,Yes,60,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,31.389515633156332,619.2040373221342,No
ID_584,Female,0,Yes,No,38,No,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Electronic check,91.85278670476498,5056.395521195683,No
ID_585,Male,1,Yes,No,15,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,46.013440484304866,3988.144170336346,No
ID_586,Female,0,Yes,Yes,18,Yes,No,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,61.979010033309486,7974.368910355643,Yes
ID_587,Male,0,Yes,Yes,52,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card,61.81929279941629,2363.6472798104783,Yes
ID_588,Female,0,Yes,No,29,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,113.22329742656774,5833.028074570133,Yes
ID_589,Male,1,No,Yes,60,Yes,DSL,No,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,21.0362345600902,3158.10483959438,Yes
ID_590,Male,0,Yes,Yes,21,Yes,DSL,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,56.720407684116,876.729225830887,No
ID_591,Female,0,No,No,17,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Electronic check,105.24233731406183,7029.449856420242,No
ID_592,Male,0,Yes,No,18,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,111.05121857823619,3260.0155226748507,No
ID_593,Female,1,No,No,57,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Credit card,51.132462309855256,7343.668716505835,No
ID_594,Female,1,Yes,Yes,37,No,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,44.195465763094475,7501.726466936023,No
ID_595,Female,1,No,Yes,60,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,66.12694680996054,6579.142045228819,Yes
ID_596,Male,1,No,No,38,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card,94.58395532932573,318.66194814307056,No
ID_597,Male,1,Yes,Yes,12,No,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Credit card,35.40385698372236,7731.60821700181,No
ID_598,Female,1,Yes,No,1,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,98.4466791366881,1080.8987092649336,No
ID_599,Female,1,Yes,Yes,58,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer,71.26724274565915,7457.343797261536,No
ID_600,Male,0,No,No,3,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,34.08055386648377,4891.695887794136,No
ID_601,Female,0,No,Yes,63,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,87.17593616716864,3081.934416112726,No
ID_602,Female,0,Yes,No,21,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,82.8200787987942,5798.386016957219,No
ID_603,Female,0,Yes,Yes,23,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,82.2362758038663,4104.201689158634,Yes
ID_604,Male,1,No,Yes,9,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,95.47865577745625,6376.398537387303,No
ID_605,Male,0,No,No,55,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,38.12227857408432,4158.816939617703,No
ID_606,Male,0,Yes,Yes,19,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,89.74973517220539,3014.382134656685,No
ID_607,Female,0,No,Yes,62,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,108.72943571722067,2950.65068127438,Yes
ID_608,Female,0,Yes,No,39,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,73.03112954840286,2897.4600116792703,No
ID_609,Female,1,Yes,Yes,27,No,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.60296984588027,3835.8940459477685,No
ID_610,Male,1,Yes,Yes,46,Yes,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,99.77881363575965,969.9809483561347,No
ID_611,Female,1,No,Yes,34,Yes,No,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,34.623600578783346,5327.478985611029,No
ID_612,Female,0,No,No,33,No,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,54.08739808138863,2796.8507718540386,Yes
ID_613,Female,1,No,No,50,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer,105.37842373367802,4536.186779083097,No
ID_614,Female,0,No,No,20,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card,69.97742868963597,4259.4895268813425,No
ID_615,Male,1,Yes,No,40,Yes,DSL,No,No,Yes,No,No,No internet service,Two year,Yes,Electronic check,104.04361137958337,6871.311709280206,No
ID_616,Male,1,No,No,58,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,45.1868053800752,6907.359452972097,Yes
ID_617,Female,1,Yes,Yes,31,No,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,58.95745851776746,7914.53502047533,No
ID_618,Male,1,Yes,Yes,38,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer,102.36185860284445,2008.4518107757615,No
ID_619,Male,1,Yes,No,45,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,One year,No,Mailed check,36.3495306671187,372.21438539737136,No
ID_620,Female,0,No,Yes,41,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer,109.47776845732784,3456.754834522043,No
ID_621,Female,1,Yes,Yes,9,Yes,DSL,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,50.98632489891975,7183.425166435755,No
ID_622,Male,0,Yes,Yes,9,No,No,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,117.26968714461086,4841.987246978383,No
ID_623,Female,0,No,Yes,63,No,DSL,Yes,Yes,No,No,No,No internet service,One year,Yes,Credit card,102.77274901476798,3050.8450403512575,No
ID_624,Male,0,Yes,No,22,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,65.55852152023688,6199.774253094156,No
ID_625,Female,0,No,No,16,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,94.2244643957438,5727.527533632889,Yes
ID_626,Male,0,No,Yes,32,Yes,DSL,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,75.52622352336178,5737.160071548575,Yes
ID_627,Female,1,No,Yes,66,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,No,Mailed check,105.32474670848957,4165.207142041303,Yes
ID_628,Male,1,Yes,No,14,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer,71.8108902344838,4290.798546429705,Yes
ID_629,Male,1,No,Yes,38,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card,118.79952716378119,4491.000312791624,Yes
ID_630,Male,1,No,Yes,8,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,33.35069583969619,4465.741073812744,Yes
ID_631,Female,0,No,Yes,21,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,87.64690444050461,1729.8950930494775,No
ID_632,Male,1,No,No,56,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,44.56535273237782,2041.7074781286667,No
ID_633,Male,1,Yes,No,46,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,39.12277217538977,3054.7970718404745,No
ID_634,Female,0,No,Yes,43,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,60.82507476820852,6858.198228165466,No
ID_635,Female,0,Yes,Yes,46,Yes,No,No,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,56.746162008576455,3752.9016324460954,Yes
ID_636,Male,1,No,Yes,48,No,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,24.63353041758593,7417.921136886538,No
ID_637,Male,1,Yes,Yes,70,No,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,62.7723624223115,6367.738458400448,No
ID_638,Female,0,No,Yes,31,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,115.19182724340544,6905.876967280839,No
ID_639,Female,1,Yes,Yes,33,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,Yes,Credit card,66.68759436150356,1159.7702627163828,No
ID_640,Female,1,No,No,44,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,50.18152059599992,1275.4137053314732,No
ID_641,Female,1,Yes,No,71,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,114.90759977476066,1969.3477024294132,Yes
ID_642,Female,1,Yes,Yes,8,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer,70.57225004793304,5334.706092988012,No
ID_643,Male,0,Yes,No,2,Yes,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,48.71024714986207,3862.667360697086,No
ID_644,Female,0,No,Yes,17,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,One year,Yes,Mailed check,98.29895044845627,1441.52577339809,No
ID_645,Male,0,Yes,Yes,52,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,No internet service,One year,No,Bank transfer,42.361343872897436,5991.682310704653,Yes
ID_646,Male,1,Yes,No,45,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Credit card,44.77491049220072,4188.056585901157,No
ID_647,Male,1,Yes,No,37,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,No,Credit card,52.43320003657237,5874.87335006599,Yes
ID_648,Female,1,Yes,Yes,42,Yes,DSL,Yes,No,Yes,No,No,No,Two year,No,Mailed check,59.47684261429022,7284.832172265537,No
ID_649,Male,1,No,Yes,44,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,No,Mailed check,78.28789497710956,7326.508198890819,Yes
ID_650,Male,1,Yes,No,38,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,71.5284668400419,2478.829184162108,Yes
ID_651,Female,0,Yes,No,6,Yes,No,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.37307886607847,1352.4255611365038,Yes
ID_652,Male,1,Yes,Yes,68,Yes,DSL,No,No,No internet service,No,Yes,No,Two year,No,Bank transfer,91.71708595159018,3527.2282694399373,No
ID_653,Male,1,No,Yes,51,No,No,No internet service,No,No,Yes,No internet service,Yes,One year,No,Credit card,24.556016701609302,762.6580842777732,No
ID_654,Female,0,Yes,Yes,35,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No,Two year,Yes,Electronic check,33.390435077504534,447.35951100432845,No
ID_655,Male,1,Yes,No,58,No,No,Yes,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,41.51919215518361,7827.106491051712,No
ID_656,Male,0,Yes,Yes,57,Yes,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,79.76637918326902,7777.412221433831,No
ID_657,Male,0,Yes,No,6,No,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,109.52643508967478,2879.0657826504034,No
ID_658,Female,0,No,Yes,13,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,52.490661388487396,6582.1425455554645,Yes
ID_659,Female,0,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,116.37440831088595,1865.0625111708853,Yes
ID_660,Female,0,Yes,No,30,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,37.28605581385152,3396.609391590464,No
ID_661,Male,1,No,No,2,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,112.47323630553575,5838.954981814657,No
ID_662,Male,0,No,No,58,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,100.100217625206,4449.28861168291,Yes
ID_663,Female,0,No,Yes,36,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,58.90334055294041,6586.833487981801,No
ID_664,Male,1,Yes,No,45,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Electronic check,40.631213988378626,7842.308241645393,Yes
ID_665,Male,1,No,No,9,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,59.12928791323741,171.23939141678247,No
ID_666,Female,0,Yes,No,65,Yes,DSL,No,No internet service,No,No,No,No internet service,Two year,No,Bank transfer,41.37386465549811,7403.712874689883,Yes
ID_667,Female,1,No,Yes,50,No,No,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,76.11517326092032,3366.233308051501,No
ID_668,Male,1,Yes,Yes,32,Yes,No,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,77.48187616488042,3322.7983982797346,No
ID_669,Male,0,No,Yes,43,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Credit card,96.81893121074836,105.20976515039801,No
ID_670,Male,0,Yes,Yes,54,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card,72.78650636312956,6691.36557721438,No
ID_671,Female,1,No,Yes,47,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,54.51462290722218,6096.012274053118,Yes
ID_672,Female,0,Yes,Yes,14,No,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,111.15989615400794,7162.682124164852,Yes
ID_673,Female,0,Yes,No,48,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,27.799856416910323,1422.1510498309915,No
ID_674,Female,1,Yes,No,55,Yes,No,Yes,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,100.87816903383485,1799.3894693751913,No
ID_675,Male,0,Yes,No,29,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,60.957461815301656,2497.891596529239,No
ID_676,Female,0,Yes,Yes,47,No,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,38.109944180545426,4288.634270671293,No
ID_677,Female,0,Yes,No,63,No,DSL,No internet service,No internet service,No,No internet service,No internet service,No,One year,No,Mailed check,32.0355730083786,2826.4190658831412,No
ID_678,Female,0,Yes,No,19,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,42.07644089952528,2467.8395532518302,No
ID_679,Female,0,Yes,Yes,9,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Two year,No,Mailed check,32.195582676232235,1543.2823576994242,Yes
ID_680,Female,1,No,No,37,Yes,No,No,No,No,No internet service,No,No,Month-to-month,No,Credit card,65.89305753460468,1357.6878810087758,No
ID_681,Male,1,Yes,Yes,52,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Electronic check,54.96896605129643,3836.2239486744497,No
ID_682,Male,0,Yes,No,57,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,55.658904478606544,3622.610202697244,No
ID_683,Female,1,No,Yes,28,Yes,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,35.68682929955128,6302.537162065173,Yes
ID_684,Male,0,Yes,Yes,36,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.97425544057882,6608.238377266538,No
ID_685,Female,0,No,Yes,64,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,80.779713513145,5634.8504120794,No
ID_686,Female,0,Yes,No,18,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Bank transfer,118.22864304311099,6666.504519712999,No
ID_687,Male,0,No,No,35,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer,36.76442393097531,959.9302191944687,No
ID_688,Male,0,No,Yes,68,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,103.40154368604273,3716.3014658875086,No
ID_689,Female,1,Yes,Yes,39,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,23.387161487779057,2362.979783840448,No
ID_690,Female,1,No,No,8,No,DSL,Yes,No,Yes,No internet service,Yes,No,One year,Yes,Credit card,27.33191123310222,2089.1991704247694,No
ID_691,Female,0,Yes,No,15,No,No,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,84.80516487497047,5730.290776273916,No
ID_692,Male,1,Yes,Yes,7,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,60.64696537727862,6666.706591739808,Yes
ID_693,Female,0,Yes,No,17,Yes,No,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card,43.050108580518696,1006.4246799644542,No
ID_694,Female,1,Yes,No,64,Yes,DSL,Yes,No internet service,No,No,No internet service,No,Two year,No,Bank transfer,20.275651099754313,1080.3853391069542,Yes
ID_695,Female,0,No,No,12,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,86.31459310254975,5151.28713528297,No
ID_696,Male,1,Yes,Yes,56,No,No,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,64.08485707068573,1239.961896511408,No
ID_697,Female,0,No,Yes,46,No,DSL,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,37.078722554954325,6170.239206036609,No
ID_698,Female,0,No,No,47,No,DSL,Yes,Yes,No,Yes,No internet service,No,One year,No,Electronic check,117.22239491196501,6646.691525283168,Yes
ID_699,Male,1,Yes,Yes,16,Yes,No,No,No,No,Yes,No,No,Two year,No,Electronic check,55.08417824837291,4230.467662979831,No
ID_700,Female,1,Yes,No,69,Yes,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,50.30597007706805,7276.380112978523,No
ID_701,Female,0,Yes,No,2,No,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,71.03142189571918,260.7719558192999,No
ID_702,Male,1,Yes,Yes,54,No,No,No internet service,No,No,Yes,No,No,One year,Yes,Mailed check,47.720676795332125,1888.6428558456523,No
ID_703,Female,0,No,Yes,27,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,47.276212219704334,6206.220311993515,No
ID_704,Male,1,Yes,Yes,31,No,No,No,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,116.62866277853763,7662.674243161338,No
ID_705,Male,1,No,No,41,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,46.114762179500204,7688.578257063406,Yes
ID_706,Female,0,Yes,No,36,Yes,DSL,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,80.54668332738484,103.14454577264146,No
ID_707,Female,1,Yes,Yes,47,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,23.744667700544735,5091.721586568497,No
ID_708,Female,1,Yes,Yes,43,No,No,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,35.43492478301673,315.89909765746404,No
ID_709,Female,0,Yes,Yes,65,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,22.208020530177578,5632.573936165222,No
ID_710,Male,1,No,No,50,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,73.44767060116891,6167.529863044415,No
ID_711,Female,0,No,No,1,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Bank transfer,69.16065606767809,6875.536484801912,No
ID_712,Male,0,Yes,No,57,No,No,No,No internet service,Yes,No,No internet service,No,One year,No,Credit card,53.09225144592494,4282.60300477683,No
ID_713,Female,0,No,Yes,16,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,90.02813682932903,6815.888051693711,Yes
ID_714,Female,0,No,Yes,28,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,82.5794653846164,7398.362978755753,No
ID_715,Female,0,Yes,No,22,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,80.03417227133494,4312.50803917768,Yes
ID_716,Male,1,Yes,Yes,41,No,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,No,Bank transfer,53.62581141426196,4240.510241232026,No
ID_717,Female,0,No,Yes,19,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,52.71457276568606,4096.270158535379,No
ID_718,Female,0,No,Yes,50,No,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,107.34483836266185,4086.626957429711,No
ID_719,Female,1,No,Yes,59,No,DSL,No,No,Yes,No internet service,No,No,Two year,Yes,Bank transfer,74.39647660850179,6218.819943896638,No
ID_720,Female,1,No,No,69,No,No,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,47.22341901239325,631.9064115946048,No
ID_721,Male,1,Yes,Yes,34,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer,74.32207407485228,3674.6758038426547,No
ID_722,Female,0,Yes,No,39,No,Fiber optic,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer,46.67708203384488,4239.49436879542,No
ID_723,Male,0,No,No,7,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,38.52990393909797,1794.2003509645092,No
ID_724,Male,0,Yes,Yes,52,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,48.21764022922115,4376.080730723074,Yes
ID_725,Male,1,No,No,60,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.88924858408822,3699.7130029959912,Yes
ID_726,Male,0,No,No,52,No,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,No,Electronic check,71.58380307707365,5926.901489680711,Yes
ID_727,Male,1,Yes,Yes,24,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.45003608848562,2891.025363590885,No
ID_728,Male,0,No,No,26,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card,110.7912822125865,7603.207908662347,Yes
ID_729,Female,1,No,No,10,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,69.82961019764895,3368.4697556763485,No
ID_730,Male,0,Yes,No,17,Yes,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Electronic check,99.37252459038402,5084.0501741396465,No
ID_731,Male,0,Yes,No,2,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,53.06884273342313,1851.2688539211206,Yes
ID_732,Male,0,No,No,27,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,115.75593998101849,5540.390469522347,No
ID_733,Female,1,No,No,71,Yes,Fiber optic,No,No,No,Yes,No internet service,No,Two year,Yes,Credit card,95.20930977100679,4159.438783538801,No
